HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD193092,HD 193092,HIP 99968,HR  7759,20 16 55.2856,+40 21 54.273,K3IIIaFe-1,Gaia DR3 2062313797982404608,GAIA,4.6323,0.002901,2.741,0.018,76.77,3.17,,1.7177,0.0595,582.1738371,20.16611941,171.8633151,6.059269959,4185.475278,45.33980885,8122.608168,655.096272,"Opt Int, Opt Int",Not a host,2009MNRAS.394.1925V,Diameter source,304.23035666666664,40.365075833333336
HD8126,* l Psc,HIP 6315,HR   389,01 21 07.3730,+28 44 17.545,K5III,Gaia DR3 308747538004536704,GAIA,4.749115,0.002932,2.105,0.04,46.6,0.8,,7.7431,0.0911,129.1472408,1.519457793,29.27916567,0.6543830462,4215.720821,43.95129144,242.6357414,7.067364925,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,20.280720833333334,28.738206944444446
HD152173,*  50 Her,HIP 82422,HR  6258,16 50 38.9584,+29 48 23.542,M1III,Gaia DR3 1311291899592484992,GAIA,5.051331,0.002832,2.403,0.045,40.1,1.5,,3.4641,0.0599,288.6752692,4.991671321,74.71104572,1.904305785,3800.23647,50.29022857,1043.186903,53.14368705,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,252.66232666666662,29.806539444444446
HD28305,* eps Tau,HIP 20889,HR  1409,04 28 37.0002,+19 10 49.563,G9.5IIICN0.5,Gaia DR3 48026706558487040,GAIA,3.280453,0.002955,2.649462335,0.017196706,120.1540342,0.890042718,,22.3654,0.1721,44.71192109,0.344054728,12.75858599,0.128437982,4761.646251,17.79196959,74.98659118,1.280753727,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"2003AJ....126.2502M, 2009ApJ...691.1243B, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,67.1541675,19.180434166666668
HD135722,* del Boo,HIP 74666,HR  5681,15 15 30.1628,+33 18 53.392,G8IIIFe-1,Gaia DR3 1278391075717325312,GAIA,3.21128,0.003078,2.830018256,0.009553946,148.3268006,1.859335596,,27.0746,0.1256,36.93498704,0.171342674,11.2576736,0.064589572,4856.369271,17.28638366,63.16756346,0.9851280381,"Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,228.8756783333333,33.31483111111111
HD30834,*   2 Aur,HIP 22678,HR  1551,04 52 37.9803,+36 42 11.477,K3-IIIBa0.4,Gaia DR3 198271397081746560,GAIA,4.280531,0.0029,2.69,0.045,73.5,1.3,,5.2978,0.1192,188.7575975,4.247028129,54.68625534,1.533257327,4179.238042,39.5404861,817.5132784,39.52755432,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,73.15825125,36.70318805555556
HD39003,* nu. Aur,HIP 27673,HR  2012,05 51 29.3694,+39 08 54.686,K0.5IIICN0.5,Gaia DR3 3458053271535395712,GAIA,3.659338,0.003092,2.618264706,0.023152309,98.88235294,0.9701425,,16.1414,0.4427,61.95249483,1.699132012,17.47003667,0.5034274106,4562.200166,23.06689292,118.4772558,6.601937355,Opt Int,Not a host,"https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,87.87237249999998,39.14852388888889
HD33463,HD  33463,HIP 24193,,05 11 38.3113,+29 54 12.829,M2III,Gaia DR3 156157696556719616,GAIA,5.399586,0.003059,2.764,0.05,42.1,0.6,,3.1107,0.1553,321.4710515,16.04926682,95.69767231,5.081617847,3586.764959,34.8681001,1358.202206,136.9894745,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,77.90963041666667,29.90356361111111
HD221345,*  14 And,HIP 116076,HR  8930,23 31 17.4132,+39 14 10.314,G8III,Gaia DR3 1920113512486282240,GAIA,4.922183,0.002819,1.368693735,0.007122164,34.2,0.8,,13.1681,0.0727,75.94110008,0.419264585,11.19449814,0.084929441,4838.990846,30.97255629,61.57132057,1.592662209,"Opt Int, Opt Int, Opt Int, Opt Int",Host star,"2009ApJ...701..154B, 2012A&A...545A...5L, 2016A&A...586A..94L, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,352.8225549999999,39.236198333333334
HD206749,HD 206749,HIP 107235,HR  8306,21 43 06.4713,+41 09 17.902,M2IIIbCa1,Gaia DR3 1954523003760107776,GAIA,4.719647,0.002883,3.052,0.055,63.5,1.0,,5.7176,0.0704,174.8985588,2.153501214,57.48998893,1.25476012,3782.705931,37.19553604,606.3798778,17.7248317,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,325.77696374999994,41.15497277777778
HD38656,* tau Aur,HIP 27483,HR  1995,05 49 10.4375,+39 10 51.860,G8IIIbFe-1,Gaia DR3 191419859094194816,GAIA,4.25025,0.002916,1.632,0.045,50.1,0.5,,15.5486,0.1215,64.31447204,0.502566685,11.30447319,0.3239794521,4875.293522,68.30631694,64.6924707,1.199602526,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,87.29348958333331,39.18107222222222
HD194317,*  39 Cyg,HIP 100587,HR  7806,20 23 51.6137,+32 11 24.481,K2.5IIIFe-0.5,Gaia DR3 1862193748217511040,GAIA,3.972559,0.002888,2.648,0.045,93.1,2.4,,12.2359,0.1273,81.72672219,0.850269431,23.30792043,0.46442685,4468.686044,47.65651813,194.122751,6.431003566,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,305.96505708333325,32.19013361111111
HD43039,* kap Aur,HIP 29696,HR  2219,06 15 22.6883,+29 29 53.075,G8.5IIIb,Gaia DR3 3436911415277140224,GAIA,4.028311,0.003035,2.023,0.04,68.1,0.8,,18.2703,0.1609,54.73363875,0.482019588,11.92536469,0.2581265098,4728.139159,48.76272922,63.68752166,1.348356623,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,93.84453458333333,29.49807638888889
HD147749,* nu.01 CrB,HIP 80197,HR  6107,16 22 21.4248,+33 47 56.588,M2III,Gaia DR3 1328712355665456000,GAIA,4.37462,0.002976,3.758,0.09,101.0,1.7,,5.0245,0.0843,199.0247786,3.339195708,80.55368087,2.355481696,3828.277133,48.58959338,1248.918984,46.88493017,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,245.58926999999997,33.79905222222222
HD15656,*  14 Tri,HIP 11784,HR   736,02 32 06.1697,+36 08 50.181,K5III,Gaia DR3 327523283893186048,GAIA,4.587791,0.003116,2.571,0.045,51.9,0.8,,7.5319,0.106,132.7686241,1.8685158,36.7636816,0.8256821568,3918.701786,37.47188521,285.5991176,9.165240374,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,38.02570708333333,36.1472725
HD127665,* rho Boo,HIP 71053,HR  5429,14 31 49.7893,+30 22 17.171,K3-III,Gaia DR3 1284537517514584704,GAIA,3.164287,0.002939,3.907090634,0.00556496,171.0,9.0,,19.855,0.1587,50.36514732,0.402566048,21.19361591,0.1720680539,4282.759611,56.43457978,135.4113045,7.448399742,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2011A&A...535A..59B, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,217.95745541666665,30.37143638888889
HD34559,* n Tau,HIP 24822,HR  1739,05 19 16.6061,+22 05 47.421,G8III,Gaia DR3 3414635344059244032,GAIA,4.702397,0.002846,1.256,0.049,33.8,1.3,,14.0108,0.0995,71.37351186,0.506870731,9.654908685,0.3828542534,5036.580377,109.533068,53.75135629,2.203821662,Opt Int,Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,79.81919208333332,22.09650583333333
HD212496,* bet Lac,HIP 110538,"** CHR  108, HR  8538",22 23 33.6233,+52 13 44.568,G9IIIbCa1,Gaia DR3 2001387556602514304,GAIA,4.130943,0.002909,1.922044788,0.014316141,62.02528978,0.681688847,,19.3014,0.1169,51.80971329,0.313788403,10.72497108,0.10295989,4738.728886,21.93118528,51.97442806,0.850092607,"Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,335.8900970833333,52.22904666666667
HR4518,* chi UMa,HIP 57399,HR  4518,11 46 03.0140,+47 46 45.855,K0.5IIIb:,Gaia DR3 786420645182229504,GAIA,3.328719,0.002892,3.23,0.01,136.0,2.04,,16.4382,0.113,60.83391126,0.418186418,21.1626343,0.1595501623,4448.205878,18.04610627,157.1190999,3.196978973,Opt Int,Not a host,1999AJ....118.3032N,2005ApJ…626…446R,176.51255833333332,47.779404166666666
HD94264,*  46 LMi,HIP 53229,HR  4247,10 53 18.6891,+34 12 53.611,K0+III-IV,Gaia DR3 738259665062428416,GAIA,3.494125,0.003188,2.619189495,0.006126877,109.0733945,1.724087313,,32.921,0.1775,30.375748,0.163776777,8.568708453,0.050360653,4674.63451,19.26475459,31.41748278,0.6011605208,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2016ApJS..227....4H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,163.32787125,34.214891944444446
HD69267,* bet Cnc,HIP 40526,HR  3249,08 16 30.9209,+09 11 07.958,K4IIIBa0.5:,Gaia DR3 3098404220680931968,GAIA,3.000183,0.003468,5.120514389,0.018399633,250.0,13.0,,10.1026,0.3141,98.98441985,3.077525219,54.58859263,1.708511851,4113.671619,53.98604064,764.6668922,61.98332797,"Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,124.12883708333332,9.185543888888889
HD187929,* eta Aql,HIP 97804,HR  7570,19 52 28.3689,+01 00 20.371,F6Iab+B9.8V,Gaia DR3 4240272953377646592,GAIA,3.747671,0.014172,1.803281838,0.004925671,174.0,14.0,,3.6715,0.1942,272.3682419,14.40662197,52.89827878,2.801725312,6331.504523,127.6510753,4029.589234,535.5692253,"Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,298.11820374999996,1.0056586111111112
HD120477,* ups Boo,HIP 67459,HR  5200,13 49 28.6412,+15 47 52.456,K5.5III,Gaia DR3 1243381938292692096,GAIA,3.41004,0.002916,4.694809989,0.014498493,190.0,10.0,,13.4228,0.138,74.5001043,0.765936645,37.67006466,0.4043811012,4011.259918,53.14191751,329.2046468,18.60189822,"Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,207.3693383333333,15.797904444444445
HD62044,* sig Gem,HIP 37629,HR  2973,07 43 18.7276,+28 53 00.631,K1IIIe,Gaia DR3 878467085735262720,GAIA,3.96805,0.00599,2.415060345,0.006851567,89.4,1.9,,27.121,0.3066,36.87179676,0.416831713,9.590555282,0.1117821361,4632.034655,25.47292731,37.94239278,1.177366429,"Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2015ApJ...807...23R, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,115.82803166666666,28.88350861111111
HD214868,*  11 Lac,HIP 111944,HR  8632,22 40 30.8584,+44 16 34.706,K2.5III,Gaia DR3 1982252790090609152,GAIA,4.065224,0.002826,2.675519369,0.016123747,82.30621732,1.060625932,,9.317,0.1051,107.3306858,1.210738981,30.92811622,0.3955489017,4310.776679,19.01535388,295.9913677,7.690380004,"Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2010ApJ...710.1365B, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,340.1285766666667,44.27630722222222
HD150997,* eta Her,HIP 81833,HR  6220,16 42 53.7649,+38 55 20.117,G7IIIFe-1,Gaia DR3 1352588216303348608,GAIA,3.24463,0.003208,2.505467816,0.011369657,128.2480858,1.743287279,,29.2595,0.1434,34.17693399,0.167500208,9.222388067,0.061598656,4977.023856,20.3367733,46.7644343,0.7837056624,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,250.72402041666663,38.92225472222222
HD25604,*  37 Tau,HIP 19038,HR  1256,04 04 41.7128,+22 04 54.946,K0III-IIIb,Gaia DR3 53164002842376832,GAIA,4.065172,0.002928,1.87231454,0.039220899,61.4,0.7,,17.6194,0.1853,56.75562164,0.596888469,11.44482509,0.2682620125,4789.102161,51.98463293,61.74257459,1.477169112,Opt Int,Not a host,"1999AJ....118.3032N, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,61.173803333333325,22.081929444444444
HD181276,* kap Cyg,HIP 94779,HR  7328,19 17 06.1683,+53 22 06.449,G9III,Gaia DR3 2139664063041544576,GAIA,3.544013,0.003076,2.142636816,0.005642765,100.0,5.0,,26.4853,0.1081,37.75679339,0.154104706,8.712948183,0.0423223,5057.397997,63.56727034,44.50295008,2.254606977,"Opt Int, Opt Int, Opt Int",Not a host,"1999AJ....118.3032N, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,289.27570125,53.36845805555556
HD6186,* eps Psc,HIP 4906,HR   294,01 02 56.6083,+07 53 24.479,G9IIIbFe-2,Gaia DR3 2577673177300873216,GAIA,3.99718,0.002985,1.889971698,0.021853932,65.08356164,0.280898753,,17.8074,0.182,56.15642935,0.573945109,11.43079014,0.176406127,4836.61581,28.44594072,64.07208801,1.338569496,Opt Int,Not a host,"1999AJ....118.3032N, https://ui.adsabs.harvard.edu/abs/2023AJ....165...41B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,15.735867916666667,7.890133055555555
HD205435,* rho Cyg,HIP 106481,HR  8252,21 33 58.8530,+45 35 30.620,G8IIIFe-0.5,Gaia DR3 1971163631220899968,GAIA,3.754974,0.002972,1.866811479,0.039528912,79.0,1.2,,25.9359,0.1035,38.5565953,0.153864243,7.752122101,0.1670374459,5108.083115,57.45430218,36.66258134,0.629094056,Opt Int,Not a host,"1999AJ....118.3032N, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,323.49522083333335,45.591838888888894
HD17361,*  39 Ari,HIP 13061,HR   824,02 47 54.5420,+29 14 49.625,K0.5IIIb,Gaia DR3 128855517166594048,GAIA,4.197216,0.002999,1.889,0.045,62.8,0.9,,19.039,0.1262,52.523767,0.348153758,10.6858553,0.264230497,4794.853536,59.63955961,54.08414521,1.055862707,Opt Int,Not a host,"1999AJ....118.3032N, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,41.977258333333324,29.247118055555557
HD176411,* eps Aql,HIP 93244,HR  7176,18 59 37.3563,+15 04 05.811,K1-IIICN0.5,Gaia DR3 4506929502678142336,GAIA,3.726734,0.002869,2.226,0.045,82.6,1.5,,18.1821,0.3319,54.99914751,1.003966377,13.18568155,0.3591466639,4730.247289,52.41385487,77.99927348,3.180462175,Opt Int,Not a host,"1999AJ....118.3032N, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,284.90565124999995,15.068280833333333
HD133208,* bet Boo,HIP 73555,HR  5602,15 01 56.7623,+40 23 26.046,G8IIIaFe-0.5,Gaia DR3 1296713990316692096,GAIA,3.244982,0.002941,2.483886427,0.005591873,125.0448395,1.270520082,,13.878,0.131,72.05649229,0.680170089,19.27641715,0.1870611676,4967.089551,13.80037474,202.6798627,4.345322066,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,225.48650958333332,40.390568333333334
HD17709,*  17 Per,HIP 13328,HR   843,02 51 30.8373,+35 03 35.062,K5.5III,Gaia DR3 140457735662620800,GAIA,3.901517,0.003199,3.922919212,0.013813374,113.1138948,1.651981297,,7.7762,0.2018,128.5975155,3.337231376,54.33296524,1.422913997,3854.56808,15.62435467,583.9554378,31.48547263,"Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,42.878488749999995,35.05973944444444
HD100407,* ksi Hya,HIP 56343,HR  4450,11 33 00.1149,-31 51 27.447,G7IIIb,Gaia DR3 3478394889483944320,GAIA,3.292473,0.002908,2.394,0.029,107.211,9.58047,,24.9632,0.1661,40.0589668,0.266544128,10.32869266,0.1427501203,4868.544875,112.6908226,53.70780812,4.852303536,Opt Int,Not a host,2005A&A...436..253T,2023ApJS…264…41Y,173.25047874999998,-31.857624166666668
HD189733,HD 189733,HIP 98505,,20 00 43.7129,+22 42 39.073,K2V,Gaia DR3 1827242816201846144,GAIA,7.428371,0.00277,0.3848,0.0046,2.79,0.06,,50.5668,0.0162,19.77582129,0.006335546,0.8195794437,0.009800985,4877.361354,39.21082169,0.3406213416,0.007328441,"Opt Int, Opt Int, Opt Int",Host star,"2007ApJ...661L.195B, 2008ApJ...680..728B, 2015MNRAS.447..846B",Boyajian et al. (2015),300.1821370833333,22.710853611111112
HD59686,HD  59686,HIP 36616,HR  2877,07 31 48.4045,+17 05 09.764,K2III,Gaia DR3 3169225963647395712,GAIA,5.137375,0.002897,1.106,0.011,24.52072289,0.885835359,,11.3298,0.0764,88.26281135,0.595180743,10.51367017,0.126334669,4953.442974,51.07031642,59.63309864,2.299530146,Opt Int,Not a host,2008ApJ...680..728B,"2017AJ…153…16S, 2009ApJ..694..1085V",112.95168541666665,17.086045555555554
HD104985,HD 104985,HIP 58952,HR  4609,12 05 15.1171,+76 54 20.642,G8.5IIIb,Gaia DR3 1693159194226600192,GAIA,5.501071,0.002811,1.032,0.022,16.53208983,0.402055736,,9.928,0.0383,100.7252216,0.388575341,11.19539429,0.2425378985,4646.687906,57.01961333,52.36038289,1.33593733,Opt Int,Host star,2008ApJ...680..728B,"2023ApJS…264…41Y, 2009ApJ..694..1085V, 2017AJ…153…136S",181.31298791666666,76.90573388888889
HD217014,*  51 Peg,HIP 113357,HR  8729,22 57 27.9804,+20 46 07.797,G2IV,Gaia DR3 2835207319109249920,GAIA,5.283212,0.002831,0.677726776,0.007990822,17.087587,0.0220373,,64.4048,0.0771,15.52679303,0.018587368,1.133333884,0.013431413,5781.549872,34.13497824,1.286005603,0.00349727,"Opt Int, Opt Int, Opt Int",Host star,"2008ApJ...680..728B, 2013ApJ...771...40B, 2016A&A...586A..94L",average,344.36658499999993,20.7688325
HD19994,*  94 Cet,HIP 14954,HR   962,03 12 46.4365,-01 11 45.955,F8.5V,Gaia DR3 3265335443260522112,GAIA,4.92225,0.002991,0.7644793814,0.009333456,25.322777,0.0498545,,43.7027,0.1325,22.88188144,0.069374416,1.883991646,0.023700096,6006.152541,36.78325468,4.138980562,0.026387246,"Opt Int, Opt Int",Host star,"2008ApJ...680..728B, 2016A&A...586A..94L","Boyajian et al. (2013), Boyajian et al. (2013), Ligi et al. (2016)",48.19348541666667,-1.1960986111111112
HD13189,HD  13189,HIP 10085,,02 09 40.1723,+32 18 59.160,K1II-III,Gaia DR3 325494788018024576,GAIA,7.025605,0.002771,0.836,0.027,6.676248705,0.248768324,,2.045,0.024,488.997555,5.738846611,44.02855476,1.512946947,4115.583351,76.72506198,498.3614908,21.94694254,Opt Int,Host star,2008ApJ...680..728B,"2009ApJ…694..1085V, 2017AJ…153…136S",32.41738458333333,32.31643333333333
HD10697,* 109 Psc,HIP 8159,HR   508,01 44 55.8255,+20 04 59.336,G3Va,Gaia DR3 95652018353917056,GAIA,6.109562,0.002776,0.547,0.012,8.74,0.06,,30.1535,0.0402,33.16364601,0.044213062,1.953759317,0.042940337,5442.339231,60.42289349,3.000782846,0.022099605,"Opt Int, Opt Int",Host star,"2008ApJ...680..728B, 2013ApJ...771...40B",Boyajian et al. (2013),26.232606249999996,20.08314888888889
HD217107,HD 217107,HIP 113421,"** CHR  116, HR  8734",22 58 15.5408,-02 23 43.383,G8IV/V,Gaia DR3 2648914040357320576,GAIA,5.996743,0.002777,0.6046309013,0.006813267,9.04,0.08,,49.7846,0.0263,20.08653278,0.010611229,1.308027221,0.014755657,5220.334738,31.59889078,1.138615209,0.0101478,"Opt Int, Opt Int",Host star,"2009ApJ...701..154B, 2013ApJ...771...40B",Boyajian et al. (2013),344.5647533333332,-2.3953841666666666
HD210702,HD 210702,HIP 109577,HR  8461,22 11 51.3309,+16 02 25.997,K0III,Gaia DR3 1775004778213735168,GAIA,5.682814,0.002821,0.8386165951,0.00707299,13.82,0.65,,18.4593,0.0392,54.17323517,0.115041785,4.892937735,0.042555607,4928.862449,61.56969905,12.66123825,0.5979226646,"Opt Int, Opt Int, Opt Int",Host star,"2009ApJ...701..154B, 2018MNRAS.477.4403W, https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.4403W/abstract",Diameter source,332.96387875,16.040554722222225
HD199665,*  18 Del,HIP 103527,HR  8030,20 58 25.9335,+10 50 21.430,G6III,Gaia DR3 1756741374681702784,GAIA,5.269335,0.002792,1.111,0.027,26.8,1.1,,13.3021,0.0652,75.17610001,0.36847428,8.99529303,0.2230093772,5053.334918,80.36933724,47.28168785,1.995248986,Opt Int,Host star,2009ApJ...701..154B,Baines et al. (2009),314.6080562499999,10.839286111111111
HD45410,*   6 Lyn,HIP 31039,HR  2331,06 30 47.1075,+58 09 45.479,K0.5IIIbFe0.5,Gaia DR3 1004358968092652544,GAIA,5.609718,0.002784,0.8609697703,0.008873785,14.54,0.51,,18.2183,0.0486,54.88986349,0.1464268,5.089809391,0.054187964,4926.614308,50.10902556,13.67562874,0.485199056,"Opt Int, Opt Int",Host star,"2009ApJ...701..154B, 2018MNRAS.477.4403W, https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.4403W/abstract",Diameter source,97.69628124999998,58.16263305555555
HD188310,* ksi Aql,HIP 97938,HR  7595,19 54 14.8815,+08 27 41.235,G9.5IIIb,Gaia DR3 4298361114753012992,GAIA,4.41191,0.002858,1.713509402,0.007194649,46.16712436,0.693239223,,17.5183,0.1006,57.08316446,0.327803859,10.53455021,0.074941181,4661.668361,20.05042999,46.962099,0.8878003412,"Opt Int, Opt Int, Opt Int",Host star,"2009ApJ...701..154B, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,298.56200624999997,8.461454166666666
HD185758,* alf Sge,HIP 96757,HR  7479,19 40 05.7913,+18 00 50.006,G1II,Gaia DR3 1824277055360974720,GAIA,4.171155,0.002848,1.336,0.022,111.5,1.55,,7.6353,0.1109,130.9706233,1.902301432,18.84524628,0.4137935,6581.379005,58.81743737,597.0645007,19.22796437,Opt Int,Not a host,2009MNRAS.394.1925V,Diameter source,295.02413041666665,18.013890555555555
HD77912,HD  77912,HIP 44700,HR  3612,09 06 31.7678,+38 27 07.970,G7IIa,Gaia DR3 719103698606421888,GAIA,4.284234,0.002855,1.525,0.013,73.34,3.98,,4.6253,0.117,216.2021923,5.46897639,35.51005966,0.9478850723,5547.556298,78.89031746,1070.187038,79.39947206,Opt Int,Not a host,2009MNRAS.394.1925V,Diameter source,136.63236583333332,38.45221388888889
